updated_type,updated_subtype,binned_latitude,binned_longitude,alert_counts
Accident,Unclassified,42.0,-87.67,39
Accident,Unclassified,42.0,-87.66,1
Accident,Unclassified,42.01,-87.83,2
Accident,Unclassified,42.01,-87.82,2
Accident,Unclassified,42.01,-87.81,4
Accident,Unclassified,42.01,-87.78,1
Accident,Unclassified,42.01,-87.71,19
Accident,Unclassified,42.01,-87.7,24
Accident,Unclassified,42.01,-87.69,21
Accident,Unclassified,42.01,-87.68,12
Accident,Unclassified,42.01,-87.67,37
Accident,Unclassified,42.02,-87.68,3
Accident,Unclassified,42.02,-87.67,10
Hazard,On Road,41.64,-87.62,3
Hazard,On Road,41.64,-87.59,14
Hazard,On Road,41.64,-87.58,14
Hazard,On Road,41.64,-87.56,3
Hazard,On Road,41.65,-87.65,3
Hazard,On Road,41.65,-87.64,1
Hazard,On Road,41.65,-87.62,13
Hazard,On Road,41.65,-87.61,7
Hazard,On Road,41.65,-87.6,6
Hazard,On Road,41.65,-87.59,248
Hazard,On Road,41.65,-87.58,15
Hazard,On Road,41.65,-87.57,12
Hazard,On Road,41.65,-87.56,5
Hazard,On Road,41.66,-87.65,7
Hazard,On Road,41.66,-87.64,7
Hazard,On Road,41.66,-87.63,5
Hazard,On Road,41.66,-87.62,1
Hazard,On Road,41.66,-87.61,1
Hazard,On Road,41.66,-87.6,180
Hazard,On Road,41.66,-87.59,40
Hazard,On Road,41.66,-87.57,2
Hazard,On Road,41.66,-87.56,7
Hazard,On Road,41.67,-87.69,1
Hazard,On Road,41.67,-87.68,1
Hazard,On Road,41.67,-87.67,2
Hazard,On Road,41.67,-87.66,2
Hazard,On Road,41.67,-87.65,1
Hazard,On Road,41.67,-87.64,5
Hazard,On Road,41.67,-87.63,4
Hazard,On Road,41.67,-87.62,2
Hazard,On Road,41.67,-87.61,92
Hazard,On Road,41.67,-87.6,56
Hazard,On Road,41.67,-87.58,3
Hazard,On Road,41.67,-87.57,3
Hazard,On Road,41.67,-87.56,3
Hazard,On Road,41.68,-87.73,1
Hazard,On Road,41.68,-87.72,2
Hazard,On Road,41.68,-87.71,1
Hazard,On Road,41.68,-87.7,1
Hazard,On Road,41.68,-87.69,8
Hazard,On Road,41.68,-87.68,9
Hazard,On Road,41.68,-87.67,20
Hazard,On Road,41.68,-87.66,5
Hazard,On Road,41.68,-87.65,7
Hazard,On Road,41.68,-87.64,4
Hazard,On Road,41.68,-87.63,8
Hazard,On Road,41.68,-87.62,9
Hazard,On Road,41.68,-87.61,150
Hazard,On Road,41.68,-87.6,14
Hazard,On Road,41.68,-87.56,3
Hazard,On Road,41.69,-87.73,1
Hazard,On Road,41.69,-87.72,11
Hazard,On Road,41.69,-87.71,4
Hazard,On Road,41.69,-87.7,3
Hazard,On Road,41.69,-87.69,21
Hazard,On Road,41.69,-87.68,16
Hazard,On Road,41.69,-87.67,33
Hazard,On Road,41.69,-87.66,13
Hazard,On Road,41.69,-87.65,10
Hazard,On Road,41.69,-87.64,6
Hazard,On Road,41.69,-87.63,7
Hazard,On Road,41.69,-87.61,11
Hazard,On Road,41.69,-87.6,176
Hazard,On Road,41.69,-87.59,2
Hazard,On Road,41.69,-87.57,1
Hazard,On Road,41.69,-87.56,1
Hazard,On Road,41.7,-87.73,1
Hazard,On Road,41.7,-87.72,2
Hazard,On Road,41.7,-87.71,1
Hazard,On Road,41.7,-87.7,4
Hazard,On Road,41.7,-87.69,20
Hazard,On Road,41.7,-87.68,7
Hazard,On Road,41.7,-87.67,6
Hazard,On Road,41.7,-87.66,13
Hazard,On Road,41.7,-87.65,17
Hazard,On Road,41.7,-87.64,4
Hazard,On Road,41.7,-87.63,11
Hazard,On Road,41.7,-87.62,6
Hazard,On Road,41.7,-87.61,15
Hazard,On Road,41.7,-87.6,126
Hazard,On Road,41.7,-87.59,35
Hazard,On Road,41.7,-87.58,7
Hazard,On Road,41.7,-87.57,6
Hazard,On Road,41.7,-87.56,7
Hazard,On Road,41.71,-87.73,1
Hazard,On Road,41.71,-87.69,4
Hazard,On Road,41.71,-87.68,11
Hazard,On Road,41.71,-87.67,12
Hazard,On Road,41.71,-87.66,17
Hazard,On Road,41.71,-87.65,52
Hazard,On Road,41.71,-87.64,19
Hazard,On Road,41.71,-87.63,177
Hazard,On Road,41.71,-87.62,98
Hazard,On Road,41.71,-87.61,135
Hazard,On Road,41.71,-87.6,85
Hazard,On Road,41.71,-87.59,69
Hazard,On Road,41.71,-87.58,1
Hazard,On Road,41.71,-87.57,3
Hazard,On Road,41.71,-87.56,2
Hazard,On Road,41.72,-87.69,1
Hazard,On Road,41.72,-87.68,21
Hazard,On Road,41.72,-87.67,31
Hazard,On Road,41.72,-87.66,6
Hazard,On Road,41.72,-87.65,12
Hazard,On Road,41.72,-87.64,9
Hazard,On Road,41.72,-87.63,192
Hazard,On Road,41.72,-87.62,9
Hazard,On Road,41.72,-87.61,7
Hazard,On Road,41.72,-87.6,3
Hazard,On Road,41.72,-87.59,68
Hazard,On Road,41.72,-87.58,12
Hazard,On Road,41.72,-87.57,8
Hazard,On Road,41.72,-87.56,1
Hazard,On Road,41.73,-87.75,5
Hazard,On Road,41.73,-87.74,3
Hazard,On Road,41.73,-87.73,3
Hazard,On Road,41.73,-87.72,3
Hazard,On Road,41.73,-87.71,12
Hazard,On Road,41.73,-87.7,2
Hazard,On Road,41.73,-87.69,6
Hazard,On Road,41.73,-87.68,10
Hazard,On Road,41.73,-87.67,14
Hazard,On Road,41.73,-87.66,10
Hazard,On Road,41.73,-87.65,16
Hazard,On Road,41.73,-87.64,18
Hazard,On Road,41.73,-87.63,209
Hazard,On Road,41.73,-87.62,16
Hazard,On Road,41.73,-87.61,13
Hazard,On Road,41.73,-87.6,9
Hazard,On Road,41.73,-87.59,25
Hazard,On Road,41.73,-87.58,14
Hazard,On Road,41.73,-87.57,48
Hazard,On Road,41.73,-87.56,6
Hazard,On Road,41.74,-87.75,10
Hazard,On Road,41.74,-87.74,13
Hazard,On Road,41.74,-87.73,11
Hazard,On Road,41.74,-87.72,22
Hazard,On Road,41.74,-87.71,17
Hazard,On Road,41.74,-87.7,6
Hazard,On Road,41.74,-87.69,3
Hazard,On Road,41.74,-87.68,4
Hazard,On Road,41.74,-87.67,5
Hazard,On Road,41.74,-87.66,8
Hazard,On Road,41.74,-87.65,8
Hazard,On Road,41.74,-87.64,8
Hazard,On Road,41.74,-87.63,162
Hazard,On Road,41.74,-87.62,9
Hazard,On Road,41.74,-87.61,19
Hazard,On Road,41.74,-87.6,6
Hazard,On Road,41.74,-87.59,33
Hazard,On Road,41.74,-87.58,45
Hazard,On Road,41.74,-87.57,11
Hazard,On Road,41.75,-87.75,14
Hazard,On Road,41.75,-87.74,5
Hazard,On Road,41.75,-87.73,5
Hazard,On Road,41.75,-87.72,4
Hazard,On Road,41.75,-87.71,8
Hazard,On Road,41.75,-87.7,5
Hazard,On Road,41.75,-87.69,19
Hazard,On Road,41.75,-87.68,9
Hazard,On Road,41.75,-87.67,9
Hazard,On Road,41.75,-87.66,12
Hazard,On Road,41.75,-87.65,20
Hazard,On Road,41.75,-87.64,11
Hazard,On Road,41.75,-87.63,195
Hazard,On Road,41.75,-87.62,20
Hazard,On Road,41.75,-87.61,14
Hazard,On Road,41.75,-87.6,57
Hazard,On Road,41.75,-87.59,52
Hazard,On Road,41.75,-87.58,26
Hazard,On Road,41.75,-87.57,15
Hazard,On Road,41.76,-87.75,1
Hazard,On Road,41.76,-87.74,2
Hazard,On Road,41.76,-87.73,1
Hazard,On Road,41.76,-87.72,1
Hazard,On Road,41.76,-87.71,6
Hazard,On Road,41.76,-87.7,3
Hazard,On Road,41.76,-87.69,22
Hazard,On Road,41.76,-87.68,22
Hazard,On Road,41.76,-87.67,7
Hazard,On Road,41.76,-87.66,11
Hazard,On Road,41.76,-87.65,10
Hazard,On Road,41.76,-87.64,8
Hazard,On Road,41.76,-87.63,187
Hazard,On Road,41.76,-87.62,29
Hazard,On Road,41.76,-87.61,63
Hazard,On Road,41.76,-87.6,4
Hazard,On Road,41.76,-87.59,32
Hazard,On Road,41.76,-87.58,22
Hazard,On Road,41.76,-87.57,19
Hazard,On Road,41.77,-87.81,9
Hazard,On Road,41.77,-87.8,17
Hazard,On Road,41.77,-87.79,13
Hazard,On Road,41.77,-87.78,8
Hazard,On Road,41.77,-87.77,14
Hazard,On Road,41.77,-87.76,11
Hazard,On Road,41.77,-87.75,34
Hazard,On Road,41.77,-87.74,11
Hazard,On Road,41.77,-87.73,18
Hazard,On Road,41.77,-87.72,6
Hazard,On Road,41.77,-87.71,11
Hazard,On Road,41.77,-87.7,13
Hazard,On Road,41.77,-87.69,27
Hazard,On Road,41.77,-87.68,11
Hazard,On Road,41.77,-87.67,16
Hazard,On Road,41.77,-87.66,9
Hazard,On Road,41.77,-87.65,14
Hazard,On Road,41.77,-87.64,81
Hazard,On Road,41.77,-87.63,205
Hazard,On Road,41.77,-87.62,38
Hazard,On Road,41.77,-87.61,25
Hazard,On Road,41.77,-87.6,16
Hazard,On Road,41.77,-87.59,29
Hazard,On Road,41.77,-87.58,56
Hazard,On Road,41.77,-87.57,15
Hazard,On Road,41.78,-87.81,24
Hazard,On Road,41.78,-87.8,3
Hazard,On Road,41.78,-87.79,4
Hazard,On Road,41.78,-87.78,4
Hazard,On Road,41.78,-87.77,14
Hazard,On Road,41.78,-87.76,3
Hazard,On Road,41.78,-87.75,54
Hazard,On Road,41.78,-87.74,6
Hazard,On Road,41.78,-87.73,15
Hazard,On Road,41.78,-87.72,1
Hazard,On Road,41.78,-87.71,11
Hazard,On Road,41.78,-87.7,12
Hazard,On Road,41.78,-87.69,19
Hazard,On Road,41.78,-87.68,3
Hazard,On Road,41.78,-87.67,14
Hazard,On Road,41.78,-87.66,7
Hazard,On Road,41.78,-87.65,5
Hazard,On Road,41.78,-87.64,263
Hazard,On Road,41.78,-87.63,22
Hazard,On Road,41.78,-87.62,7
Hazard,On Road,41.78,-87.61,38
Hazard,On Road,41.78,-87.6,16
Hazard,On Road,41.78,-87.59,31
Hazard,On Road,41.78,-87.58,72
Hazard,On Road,41.79,-87.81,29
Hazard,On Road,41.79,-87.8,20
Hazard,On Road,41.79,-87.79,19
Hazard,On Road,41.79,-87.78,11
Hazard,On Road,41.79,-87.77,35
Hazard,On Road,41.79,-87.76,29
Hazard,On Road,41.79,-87.75,125
Hazard,On Road,41.79,-87.74,18
Hazard,On Road,41.79,-87.73,15
Hazard,On Road,41.79,-87.72,10
Hazard,On Road,41.79,-87.71,16
Hazard,On Road,41.79,-87.7,9
Hazard,On Road,41.79,-87.69,19
Hazard,On Road,41.79,-87.68,14
Hazard,On Road,41.79,-87.67,11
Hazard,On Road,41.79,-87.66,13
Hazard,On Road,41.79,-87.65,13
Hazard,On Road,41.79,-87.64,265
Hazard,On Road,41.79,-87.63,30
Hazard,On Road,41.79,-87.62,17
Hazard,On Road,41.79,-87.61,20
Hazard,On Road,41.79,-87.6,27
Hazard,On Road,41.79,-87.59,83
Hazard,On Road,41.79,-87.58,33
Hazard,On Road,41.8,-87.8,1
Hazard,On Road,41.8,-87.77,1
Hazard,On Road,41.8,-87.76,6
Hazard,On Road,41.8,-87.75,51
Hazard,On Road,41.8,-87.74,8
Hazard,On Road,41.8,-87.73,24
Hazard,On Road,41.8,-87.72,15
Hazard,On Road,41.8,-87.71,11
Hazard,On Road,41.8,-87.7,10
Hazard,On Road,41.8,-87.69,27
Hazard,On Road,41.8,-87.68,9
Hazard,On Road,41.8,-87.67,22
Hazard,On Road,41.8,-87.66,10
Hazard,On Road,41.8,-87.65,15
Hazard,On Road,41.8,-87.64,284
Hazard,On Road,41.8,-87.63,24
Hazard,On Road,41.8,-87.62,23
Hazard,On Road,41.8,-87.61,25
Hazard,On Road,41.8,-87.6,34
Hazard,On Road,41.8,-87.59,81
Hazard,On Road,41.81,-87.77,11
Hazard,On Road,41.81,-87.76,48
Hazard,On Road,41.81,-87.75,228
Hazard,On Road,41.81,-87.74,88
Hazard,On Road,41.81,-87.73,35
Hazard,On Road,41.81,-87.72,7
Hazard,On Road,41.81,-87.71,21
Hazard,On Road,41.81,-87.7,14
Hazard,On Road,41.81,-87.69,26
Hazard,On Road,41.81,-87.68,1
Hazard,On Road,41.81,-87.67,14
Hazard,On Road,41.81,-87.66,8
Hazard,On Road,41.81,-87.65,9
Hazard,On Road,41.81,-87.64,211
Hazard,On Road,41.81,-87.63,67
Hazard,On Road,41.81,-87.62,19
Hazard,On Road,41.81,-87.61,16
Hazard,On Road,41.81,-87.6,85
Hazard,On Road,41.81,-87.59,17
Hazard,On Road,41.82,-87.75,20
Hazard,On Road,41.82,-87.74,66
Hazard,On Road,41.82,-87.73,192
Hazard,On Road,41.82,-87.72,237
Hazard,On Road,41.82,-87.71,104
Hazard,On Road,41.82,-87.7,12
Hazard,On Road,41.82,-87.69,39
Hazard,On Road,41.82,-87.68,10
Hazard,On Road,41.82,-87.67,9
Hazard,On Road,41.82,-87.66,20
Hazard,On Road,41.82,-87.65,12
Hazard,On Road,41.82,-87.64,239
Hazard,On Road,41.82,-87.63,35
Hazard,On Road,41.82,-87.62,11
Hazard,On Road,41.82,-87.61,37
Hazard,On Road,41.82,-87.6,21
Hazard,On Road,41.83,-87.74,8
Hazard,On Road,41.83,-87.73,21
Hazard,On Road,41.83,-87.72,7
Hazard,On Road,41.83,-87.71,45
Hazard,On Road,41.83,-87.7,151
Hazard,On Road,41.83,-87.69,149
Hazard,On Road,41.83,-87.68,193
Hazard,On Road,41.83,-87.67,137
Hazard,On Road,41.83,-87.66,23
Hazard,On Road,41.83,-87.65,28
Hazard,On Road,41.83,-87.64,361
Hazard,On Road,41.83,-87.63,26
Hazard,On Road,41.83,-87.62,22
Hazard,On Road,41.83,-87.61,84
Hazard,On Road,41.84,-87.75,3
Hazard,On Road,41.84,-87.74,25
Hazard,On Road,41.84,-87.73,15
Hazard,On Road,41.84,-87.72,11
Hazard,On Road,41.84,-87.71,29
Hazard,On Road,41.84,-87.7,34
Hazard,On Road,41.84,-87.69,41
Hazard,On Road,41.84,-87.68,38
Hazard,On Road,41.84,-87.67,59
Hazard,On Road,41.84,-87.66,178
Hazard,On Road,41.84,-87.65,259
Hazard,On Road,41.84,-87.64,406
Hazard,On Road,41.84,-87.63,157
Hazard,On Road,41.84,-87.62,133
Hazard,On Road,41.84,-87.61,23
Hazard,On Road,41.85,-87.74,15
Hazard,On Road,41.85,-87.73,14
Hazard,On Road,41.85,-87.72,15
Hazard,On Road,41.85,-87.71,28
Hazard,On Road,41.85,-87.7,23
Hazard,On Road,41.85,-87.69,14
Hazard,On Road,41.85,-87.68,39
Hazard,On Road,41.85,-87.67,49
Hazard,On Road,41.85,-87.66,36
Hazard,On Road,41.85,-87.65,398
Hazard,On Road,41.85,-87.64,124
Hazard,On Road,41.85,-87.63,58
Hazard,On Road,41.85,-87.62,166
Hazard,On Road,41.86,-87.78,2
Hazard,On Road,41.86,-87.77,2
Hazard,On Road,41.86,-87.76,3
Hazard,On Road,41.86,-87.75,10
Hazard,On Road,41.86,-87.74,22
Hazard,On Road,41.86,-87.73,17
Hazard,On Road,41.86,-87.72,12
Hazard,On Road,41.86,-87.71,20
Hazard,On Road,41.86,-87.7,23
Hazard,On Road,41.86,-87.69,52
Hazard,On Road,41.86,-87.68,41
Hazard,On Road,41.86,-87.67,57
Hazard,On Road,41.86,-87.66,27
Hazard,On Road,41.86,-87.65,410
Hazard,On Road,41.86,-87.64,42
Hazard,On Road,41.86,-87.63,114
Hazard,On Road,41.86,-87.62,162
Hazard,On Road,41.86,-87.61,7
Hazard,On Road,41.87,-87.79,2
Hazard,On Road,41.87,-87.78,123
Hazard,On Road,41.87,-87.77,138
Hazard,On Road,41.87,-87.76,162
Hazard,On Road,41.87,-87.75,169
Hazard,On Road,41.87,-87.74,206
Hazard,On Road,41.87,-87.73,189
Hazard,On Road,41.87,-87.72,144
Hazard,On Road,41.87,-87.71,157
Hazard,On Road,41.87,-87.7,134
Hazard,On Road,41.87,-87.69,202
Hazard,On Road,41.87,-87.68,235
Hazard,On Road,41.87,-87.67,275
Hazard,On Road,41.87,-87.66,173
Hazard,On Road,41.87,-87.65,476
Hazard,On Road,41.87,-87.64,191
Hazard,On Road,41.87,-87.63,176
Hazard,On Road,41.87,-87.62,178
Hazard,On Road,41.88,-87.78,7
Hazard,On Road,41.88,-87.77,21
Hazard,On Road,41.88,-87.76,13
Hazard,On Road,41.88,-87.75,17
Hazard,On Road,41.88,-87.74,18
Hazard,On Road,41.88,-87.73,21
Hazard,On Road,41.88,-87.72,30
Hazard,On Road,41.88,-87.71,30
Hazard,On Road,41.88,-87.7,16
Hazard,On Road,41.88,-87.69,53
Hazard,On Road,41.88,-87.68,49
Hazard,On Road,41.88,-87.67,84
Hazard,On Road,41.88,-87.66,90
Hazard,On Road,41.88,-87.65,514
Hazard,On Road,41.88,-87.64,185
Hazard,On Road,41.88,-87.63,301
Hazard,On Road,41.88,-87.62,228
Hazard,On Road,41.89,-87.78,5
Hazard,On Road,41.89,-87.77,18
Hazard,On Road,41.89,-87.76,16
Hazard,On Road,41.89,-87.75,31
Hazard,On Road,41.89,-87.74,8
Hazard,On Road,41.89,-87.73,25
Hazard,On Road,41.89,-87.72,18
Hazard,On Road,41.89,-87.71,47
Hazard,On Road,41.89,-87.7,28
Hazard,On Road,41.89,-87.69,60
Hazard,On Road,41.89,-87.68,49
Hazard,On Road,41.89,-87.67,89
Hazard,On Road,41.89,-87.66,419
Hazard,On Road,41.89,-87.65,170
Hazard,On Road,41.89,-87.64,224
Hazard,On Road,41.89,-87.63,371
Hazard,On Road,41.89,-87.62,267
Hazard,On Road,41.89,-87.61,4
Hazard,On Road,41.9,-87.8,2
Hazard,On Road,41.9,-87.79,7
Hazard,On Road,41.9,-87.78,8
Hazard,On Road,41.9,-87.77,16
Hazard,On Road,41.9,-87.76,25
Hazard,On Road,41.9,-87.75,37
Hazard,On Road,41.9,-87.74,27
Hazard,On Road,41.9,-87.73,28
Hazard,On Road,41.9,-87.72,17
Hazard,On Road,41.9,-87.71,25
Hazard,On Road,41.9,-87.7,30
Hazard,On Road,41.9,-87.69,38
Hazard,On Road,41.9,-87.68,61
Hazard,On Road,41.9,-87.67,344
Hazard,On Road,41.9,-87.66,49
Hazard,On Road,41.9,-87.65,45
Hazard,On Road,41.9,-87.64,77
Hazard,On Road,41.9,-87.63,305
Hazard,On Road,41.9,-87.62,35
Hazard,On Road,41.91,-87.81,6
Hazard,On Road,41.91,-87.8,13
Hazard,On Road,41.91,-87.79,13
Hazard,On Road,41.91,-87.78,12
Hazard,On Road,41.91,-87.77,13
Hazard,On Road,41.91,-87.76,19
Hazard,On Road,41.91,-87.75,18
Hazard,On Road,41.91,-87.74,21
Hazard,On Road,41.91,-87.73,22
Hazard,On Road,41.91,-87.72,19
Hazard,On Road,41.91,-87.71,61
Hazard,On Road,41.91,-87.7,40
Hazard,On Road,41.91,-87.69,64
Hazard,On Road,41.91,-87.68,166
Hazard,On Road,41.91,-87.67,296
Hazard,On Road,41.91,-87.66,96
Hazard,On Road,41.91,-87.65,70
Hazard,On Road,41.91,-87.64,74
Hazard,On Road,41.91,-87.63,159
Hazard,On Road,41.92,-87.81,12
Hazard,On Road,41.92,-87.8,23
Hazard,On Road,41.92,-87.79,18
Hazard,On Road,41.92,-87.78,30
Hazard,On Road,41.92,-87.77,32
Hazard,On Road,41.92,-87.76,28
Hazard,On Road,41.92,-87.75,27
Hazard,On Road,41.92,-87.74,39
Hazard,On Road,41.92,-87.73,45
Hazard,On Road,41.92,-87.72,35
Hazard,On Road,41.92,-87.71,81
Hazard,On Road,41.92,-87.7,75
Hazard,On Road,41.92,-87.69,282
Hazard,On Road,41.92,-87.68,183
Hazard,On Road,41.92,-87.67,95
Hazard,On Road,41.92,-87.66,58
Hazard,On Road,41.92,-87.65,89
Hazard,On Road,41.92,-87.64,145
Hazard,On Road,41.92,-87.63,23
Hazard,On Road,41.93,-87.84,9
Hazard,On Road,41.93,-87.83,5
Hazard,On Road,41.93,-87.82,5
Hazard,On Road,41.93,-87.81,23
Hazard,On Road,41.93,-87.8,10
Hazard,On Road,41.93,-87.79,17
Hazard,On Road,41.93,-87.78,21
Hazard,On Road,41.93,-87.77,34
Hazard,On Road,41.93,-87.76,19
Hazard,On Road,41.93,-87.75,35
Hazard,On Road,41.93,-87.74,24
Hazard,On Road,41.93,-87.73,41
Hazard,On Road,41.93,-87.72,73
Hazard,On Road,41.93,-87.71,218
Hazard,On Road,41.93,-87.7,243
Hazard,On Road,41.93,-87.69,99
Hazard,On Road,41.93,-87.68,73
Hazard,On Road,41.93,-87.67,69
Hazard,On Road,41.93,-87.66,69
Hazard,On Road,41.93,-87.65,80
Hazard,On Road,41.93,-87.64,167
Hazard,On Road,41.94,-87.84,26
Hazard,On Road,41.94,-87.83,14
Hazard,On Road,41.94,-87.82,8
Hazard,On Road,41.94,-87.81,14
Hazard,On Road,41.94,-87.8,6
Hazard,On Road,41.94,-87.79,18
Hazard,On Road,41.94,-87.78,21
Hazard,On Road,41.94,-87.77,22
Hazard,On Road,41.94,-87.76,15
Hazard,On Road,41.94,-87.75,36
Hazard,On Road,41.94,-87.74,29
Hazard,On Road,41.94,-87.73,131
Hazard,On Road,41.94,-87.72,239
Hazard,On Road,41.94,-87.71,75
Hazard,On Road,41.94,-87.7,39
Hazard,On Road,41.94,-87.69,73
Hazard,On Road,41.94,-87.68,41
Hazard,On Road,41.94,-87.67,72
Hazard,On Road,41.94,-87.66,80
Hazard,On Road,41.94,-87.65,144
Hazard,On Road,41.94,-87.64,29
Hazard,On Road,41.95,-87.93,1
Hazard,On Road,41.95,-87.91,1
Hazard,On Road,41.95,-87.9,13
Hazard,On Road,41.95,-87.89,23
Hazard,On Road,41.95,-87.85,4
Hazard,On Road,41.95,-87.84,21
Hazard,On Road,41.95,-87.82,1
Hazard,On Road,41.95,-87.81,16
Hazard,On Road,41.95,-87.8,5
Hazard,On Road,41.95,-87.79,23
Hazard,On Road,41.95,-87.78,18
Hazard,On Road,41.95,-87.77,21
Hazard,On Road,41.95,-87.76,38
Hazard,On Road,41.95,-87.75,105
Hazard,On Road,41.95,-87.74,258
Hazard,On Road,41.95,-87.73,166
Hazard,On Road,41.95,-87.72,33
Hazard,On Road,41.95,-87.71,38
Hazard,On Road,41.95,-87.7,35
Hazard,On Road,41.95,-87.69,68
Hazard,On Road,41.95,-87.68,52
Hazard,On Road,41.95,-87.67,77
Hazard,On Road,41.95,-87.66,42
Hazard,On Road,41.95,-87.65,133
Hazard,On Road,41.96,-87.92,3
Hazard,On Road,41.96,-87.89,3
Hazard,On Road,41.96,-87.88,4
Hazard,On Road,41.96,-87.86,9
Hazard,On Road,41.96,-87.85,6
Hazard,On Road,41.96,-87.84,5
Hazard,On Road,41.96,-87.81,2
Hazard,On Road,41.96,-87.8,2
Hazard,On Road,41.96,-87.79,16
Hazard,On Road,41.96,-87.78,28
Hazard,On Road,41.96,-87.77,50
Hazard,On Road,41.96,-87.76,284
Hazard,On Road,41.96,-87.75,374
Hazard,On Road,41.96,-87.74,38
Hazard,On Road,41.96,-87.73,51
Hazard,On Road,41.96,-87.72,50
Hazard,On Road,41.96,-87.71,39
Hazard,On Road,41.96,-87.7,50
Hazard,On Road,41.96,-87.69,78
Hazard,On Road,41.96,-87.68,44
Hazard,On Road,41.96,-87.67,70
Hazard,On Road,41.96,-87.66,73
Hazard,On Road,41.96,-87.65,98
Hazard,On Road,41.96,-87.64,3
Hazard,On Road,41.97,-87.91,53
Hazard,On Road,41.97,-87.9,23
Hazard,On Road,41.97,-87.89,45
Hazard,On Road,41.97,-87.88,25
Hazard,On Road,41.97,-87.87,2
Hazard,On Road,41.97,-87.85,13
Hazard,On Road,41.97,-87.84,13
Hazard,On Road,41.97,-87.83,4
Hazard,On Road,41.97,-87.82,5
Hazard,On Road,41.97,-87.81,108
Hazard,On Road,41.97,-87.8,9
Hazard,On Road,41.97,-87.79,21
Hazard,On Road,41.97,-87.78,191
Hazard,On Road,41.97,-87.77,196
Hazard,On Road,41.97,-87.76,47
Hazard,On Road,41.97,-87.75,233
Hazard,On Road,41.97,-87.74,28
Hazard,On Road,41.97,-87.73,39
Hazard,On Road,41.97,-87.72,39
Hazard,On Road,41.97,-87.71,42
Hazard,On Road,41.97,-87.7,63
Hazard,On Road,41.97,-87.69,44
Hazard,On Road,41.97,-87.68,32
Hazard,On Road,41.97,-87.67,55
Hazard,On Road,41.97,-87.66,79
Hazard,On Road,41.97,-87.65,55
Hazard,On Road,41.98,-87.91,19
Hazard,On Road,41.98,-87.9,20
Hazard,On Road,41.98,-87.89,30
Hazard,On Road,41.98,-87.88,39
Hazard,On Road,41.98,-87.86,6
Hazard,On Road,41.98,-87.85,48
Hazard,On Road,41.98,-87.84,104
Hazard,On Road,41.98,-87.83,93
Hazard,On Road,41.98,-87.82,113
Hazard,On Road,41.98,-87.81,131
Hazard,On Road,41.98,-87.8,124
Hazard,On Road,41.98,-87.79,194
Hazard,On Road,41.98,-87.78,25
Hazard,On Road,41.98,-87.77,23
Hazard,On Road,41.98,-87.76,79
Hazard,On Road,41.98,-87.75,127
Hazard,On Road,41.98,-87.74,8
Hazard,On Road,41.98,-87.73,8
Hazard,On Road,41.98,-87.72,38
Hazard,On Road,41.98,-87.71,29
Hazard,On Road,41.98,-87.7,35
Hazard,On Road,41.98,-87.69,13
Hazard,On Road,41.98,-87.68,17
Hazard,On Road,41.98,-87.67,119
Hazard,On Road,41.98,-87.66,215
Hazard,On Road,41.99,-87.93,1
Hazard,On Road,41.99,-87.92,1
Hazard,On Road,41.99,-87.89,54
Hazard,On Road,41.99,-87.88,5
Hazard,On Road,41.99,-87.83,8
Hazard,On Road,41.99,-87.82,10
Hazard,On Road,41.99,-87.81,16
Hazard,On Road,41.99,-87.8,19
Hazard,On Road,41.99,-87.79,63
Hazard,On Road,41.99,-87.78,21
Hazard,On Road,41.99,-87.77,74
Hazard,On Road,41.99,-87.76,43
Hazard,On Road,41.99,-87.75,49
Hazard,On Road,41.99,-87.74,33
Hazard,On Road,41.99,-87.73,27
Hazard,On Road,41.99,-87.72,57
Hazard,On Road,41.99,-87.71,48
Hazard,On Road,41.99,-87.7,55
Hazard,On Road,41.99,-87.69,63
Hazard,On Road,41.99,-87.68,75
Hazard,On Road,41.99,-87.67,52
Hazard,On Road,41.99,-87.66,108
Hazard,On Road,42.0,-87.83,11
Hazard,On Road,42.0,-87.82,24
Hazard,On Road,42.0,-87.81,2
Hazard,On Road,42.0,-87.79,4
Hazard,On Road,42.0,-87.78,9
Hazard,On Road,42.0,-87.77,3
Hazard,On Road,42.0,-87.71,19
Hazard,On Road,42.0,-87.7,22
Hazard,On Road,42.0,-87.69,22
Hazard,On Road,42.0,-87.68,29
Hazard,On Road,42.0,-87.67,72
Hazard,On Road,42.0,-87.66,3
Hazard,On Road,42.01,-87.87,1
Hazard,On Road,42.01,-87.83,3
Hazard,On Road,42.01,-87.82,8
Hazard,On Road,42.01,-87.81,1
Hazard,On Road,42.01,-87.79,4
Hazard,On Road,42.01,-87.78,5
Hazard,On Road,42.01,-87.71,16
Hazard,On Road,42.01,-87.7,27
Hazard,On Road,42.01,-87.69,26
Hazard,On Road,42.01,-87.68,61
Hazard,On Road,42.01,-87.67,54
Hazard,On Road,42.02,-87.68,2
Hazard,On Road,42.02,-87.67,19
Hazard,On Shoulder,41.66,-87.6,2
Hazard,On Shoulder,41.67,-87.61,1
Hazard,On Shoulder,41.68,-87.67,1
Hazard,On Shoulder,41.68,-87.61,1
Hazard,On Shoulder,41.69,-87.6,1
Hazard,On Shoulder,41.7,-87.6,1
Hazard,On Shoulder,41.71,-87.62,1
